James	-	Salzman	Samuel F. Mordecai Professor of Law and Professor of Environmental Policy	LAW
Richard	L.	Schmalbeck	Simpson Thacher & Bartlett Professor of Law	LAW
Christopher	H.	Schroeder	Charles S. Murphy Professor of Law and Public Policy Studies and Co-Director of the Program in Public Law	LAW
Steven	L.	Schwarcz	Stanley A. Star Professor of Law & Business	LAW
S.	Derek	Shugert	Senior Lecturing Fellow	LAW
Neil	S.	Siegel	David W. Ichel Professor of Law and Professor of Political Science, Co-Director of the Program in Public Law, and Director of the DC Summer Institute on Law and Policy	LAW
Neil	-	Vidmar	Russell M. Robinson II Professor of Law and Professor of Psychology	LAW
Jeff	-	Ward	Lecturing Fellow and Director, Start-Up Ventures Clinic	LAW
John	C.	Weistart	Professor of Law	LAW
Jane	R.	Wettach	Clinical Professor of Law and Director, Children's Law Clinic	LAW
Jonathan	B.	Wiener	William R. and Thomas L. Perkins Professor of Law and Professor of Environmental Policy and Professor of Public Policy	LAW
Ernest	A.	Young	Alston & Bird Professor of Law	LAW
Lawrence	A.	Zelenak	Pamela B. Gann Professor of Law	LAW
Taisu	-	Zhang	Associate Professor of Law	LAW
